county_name,state_name,year,area_deprivation_index_percent,Full_Name,EstimateGiniIndex_2020
Kewaunee County,Wisconsin,2020,18,"Kewaunee County, Wisconsin",0.3956
La Crosse County,Wisconsin,2020,15,"La Crosse County, Wisconsin",0.448
Lafayette County,Wisconsin,2020,27,"Lafayette County, Wisconsin",0.4088
Langlade County,Wisconsin,2020,52,"Langlade County, Wisconsin",0.4078
Lincoln County,Wisconsin,2020,24,"Lincoln County, Wisconsin",0.3938
Manitowoc County,Wisconsin,2020,29,"Manitowoc County, Wisconsin",0.4062
Marathon County,Wisconsin,2020,18,"Marathon County, Wisconsin",0.4421
Marinette County,Wisconsin,2020,46,"Marinette County, Wisconsin",0.4228
Marquette County,Wisconsin,2020,39,"Marquette County, Wisconsin",0.3935
Menominee County,Wisconsin,2020,96,"Menominee County, Wisconsin",0.5043
Milwaukee County,Wisconsin,2020,65,"Milwaukee County, Wisconsin",0.479
Monroe County,Wisconsin,2020,37,"Monroe County, Wisconsin",0.3979
Oconto County,Wisconsin,2020,23,"Oconto County, Wisconsin",0.3952
Oneida County,Wisconsin,2020,14,"Oneida County, Wisconsin",0.4519
Outagamie County,Wisconsin,2020,12,"Outagamie County, Wisconsin",0.4137
Ozaukee County,Wisconsin,2020,3,"Ozaukee County, Wisconsin",0.4857
Pepin County,Wisconsin,2020,29,"Pepin County, Wisconsin",0.4268
Pierce County,Wisconsin,2020,8,"Pierce County, Wisconsin",0.3986
Polk County,Wisconsin,2020,20,"Polk County, Wisconsin",0.4044
Portage County,Wisconsin,2020,19,"Portage County, Wisconsin",0.4249
Price County,Wisconsin,2020,41,"Price County, Wisconsin",0.4083
Racine County,Wisconsin,2020,28,"Racine County, Wisconsin",0.4314
Richland County,Wisconsin,2020,44,"Richland County, Wisconsin",0.3964
Rock County,Wisconsin,2020,37,"Rock County, Wisconsin",0.415
Rusk County,Wisconsin,2020,61,"Rusk County, Wisconsin",0.4146
St. Croix County,Wisconsin,2020,4,"St. Croix County, Wisconsin",0.3935
Sauk County,Wisconsin,2020,24,"Sauk County, Wisconsin",0.415
Sawyer County,Wisconsin,2020,55,"Sawyer County, Wisconsin",0.5057
Shawano County,Wisconsin,2020,30,"Shawano County, Wisconsin",0.4153
Sheboygan County,Wisconsin,2020,20,"Sheboygan County, Wisconsin",0.4092
Taylor County,Wisconsin,2020,48,"Taylor County, Wisconsin",0.4165
Trempealeau County,Wisconsin,2020,29,"Trempealeau County, Wisconsin",0.397
Vernon County,Wisconsin,2020,56,"Vernon County, Wisconsin",0.4528
Vilas County,Wisconsin,2020,37,"Vilas County, Wisconsin",0.4717
Walworth County,Wisconsin,2020,22,"Walworth County, Wisconsin",0.431
Washburn County,Wisconsin,2020,34,"Washburn County, Wisconsin",0.4543
Washington County,Wisconsin,2020,4,"Washington County, Wisconsin",0.4098
Waukesha County,Wisconsin,2020,2,"Waukesha County, Wisconsin",0.4462
Waupaca County,Wisconsin,2020,33,"Waupaca County, Wisconsin",0.4155
